index,q/qm,ploss,fre,vpa,papower,ch,ce,rppower,ss,label
376,185.64,1620.07,142.17,195331.84,21854.73,4.28,125.37,4288.33,217.14,1
378,156.81,-6609.45,145.3,345712.42,54866.28,7.63,51.81,42653.93,92.8,1
379,18.05,6724.4,138.73,276260.64,12653.93,6.17,81.1,54138.37,236.93,0
380,158.62,793.78,145.31,140295.16,49044.75,0.75,-60.37,19154.52,119.55,0
381,78.57,-7986.6,144.39,389087.05,25427.75,4.1,92.03,28106.54,110.72,0
382,22.79,8142.13,130.66,380198.69,26991.91,4.4,12.17,7781.72,121.32,1
383,119.63,7017.83,135.76,101843.16,39259.05,3.71,-78.71,5887.91,178.6,0
384,170.16,-2769.88,142.34,265968.83,11905.01,1.27,110.72,22933.86,218.13,1
385,11.03,-9384.64,132.99,332530.17,58438.1,4.74,-98.64,59743.88,117.85,0
386,97.19,8508.28,132.09,211729.61,47831.12,0.68,-73.52,47147.23,50.69,0
387,180.77,6089.69,142.59,283330.57,8524.13,4.45,114.59,37548.23,29.41,0
388,69.08,-9749.81,138.77,306834.08,38069.25,3.07,73.19,9525.65,108.54,1
390,68.75,-6548.77,141.59,106906.48,5509.54,2.52,-37.76,11815.59,76.13,0
391,95.18,-8932.76,141.06,169379.18,37131.18,6.68,41.85,62959.83,21.9,1
393,121.58,4471.53,142.5,264584.91,20320.05,6.07,-76.97,14836.51,34.73,1
394,182.27,-754.87,142.96,113462.6,28086.98,1.91,48.34,61982.91,12.58,0
396,98.87,-8061.64,143.72,294349.55,43083.88,3.26,-87.66,37296.12,56.59,1
398,61.49,-6413.96,143.43,283879.77,54738.68,3.15,-67.46,55100.13,101.57,1
399,32.07,4771.84,133.55,258464.85,13694.8,4.51,37.57,62611.88,4.22,0
401,128.07,-319.48,134.51,208680.02,37581.59,7.69,-56.45,29663.8,20.36,1
403,143.7,995.92,138.55,177348.21,51011.59,0.85,111.08,17201.09,166.95,1
404,168.47,-8437.97,135.74,46737.43,41481.65,3.28,-2.71,57833.52,31.85,1
405,15.15,-509.42,144.25,104890.15,23321.51,7.58,-91.21,3773.67,161.5,1
406,17.73,7226.43,130.69,106840.58,56594.14,2.81,-48.29,32267.45,116.66,1
408,14.68,-9674.02,143.58,361752.11,13362.37,6.2,-0.81,8281.82,235.16,1
410,105.22,8771.05,131.48,33502.89,60400.01,4.92,-9.4,5681.04,42.12,0
411,186.39,-6866.52,145.79,299286.22,45542.15,4.65,-1.13,44805.62,198.07,1
412,59.45,-8683.41,138.09,16296.83,34550.81,2.98,-126.06,61570.96,46.98,0
413,22.77,2895.77,142.84,69707.26,22388.82,5.69,96.28,8768.7,39.85,0
414,26.68,4187.32,138.04,32100.84,35957.58,3.93,38.02,57194.01,7.39,1
416,67.75,-5825.55,133.46,396781.13,33183.48,4.5,55.19,3748.85,68.45,1
417,58.26,-177.23,140.16,160938.04,59514.07,4.43,84.99,17737.21,146.44,0
418,132.25,9414.9,135.94,155145.64,7909.01,4.48,32.97,52161.65,128.55,0
419,98.48,-6005.53,144.3,60607.55,19520.57,2.32,73.98,24118.68,19.17,1
422,135.79,-7855.61,134.76,345501.16,2062.06,0.98,114.14,43530.93,108.41,1
423,101.69,1630.15,144.34,367160.95,29078.86,1.33,28.0,10042.74,228.97,1
424,123.04,1977.88,140.82,207119.07,19607.09,7.11,5.8,9346.8,90.73,0
425,124.49,-7402.8,144.4,171310.46,40748.11,5.3,-35.48,48994.7,37.87,0
426,168.61,4829.93,133.51,303758.3,58574.27,6.84,100.83,38285.47,254.63,1
428,193.81,8845.08,133.23,29989.92,8792.23,2.45,97.82,48249.66,22.09,0
429,196.96,-4151.63,134.84,322884.1,885.4,1.85,106.8,55531.77,76.05,1
430,187.4,-6603.44,131.33,325276.82,12811.94,3.33,3.69,21837.78,0.04,1
431,139.17,8543.97,135.07,192090.05,57869.15,4.45,-76.98,38817.18,63.46,1
432,186.02,8584.43,140.54,136841.72,61205.52,3.11,28.69,48539.32,152.24,0
433,60.84,4944.39,144.57,369116.89,36528.76,7.79,-62.47,54696.61,166.78,1
434,18.17,274.49,136.88,96732.25,23854.16,1.85,77.94,58243.65,59.99,1
437,54.99,-3408.36,134.67,358284.64,51683.95,2.84,-96.99,38740.37,24.74,1
438,170.32,2768.88,142.33,340901.12,35033.97,2.06,20.16,8675.43,204.0,0
439,144.39,5615.7,142.79,201581.06,36498.85,4.61,90.1,1224.25,187.73,1
441,25.36,-1682.0,144.23,381.56,38530.19,3.64,67.83,8799.6,73.71,1
442,193.52,9268.87,131.44,96840.19,15934.15,6.68,-16.41,64022.21,7.76,1
443,62.9,2568.66,140.48,41.94,14888.25,4.09,76.06,64671.82,23.05,0
444,137.9,6320.59,134.65,317748.36,40068.98,6.99,-26.39,31084.17,217.85,0
446,103.17,7127.6,131.4,59218.02,49178.77,0.78,126.16,50186.12,232.77,0
447,150.79,-6619.16,137.55,275557.45,14341.59,2.24,20.5,15911.78,180.64,0
448,16.16,6812.2,134.42,399222.93,32234.64,3.41,95.11,27188.27,167.03,1
449,3.41,-8105.15,140.1,144655.9,44544.22,2.6,101.39,28837.2,22.81,0
452,115.21,-1373.19,138.27,42200.5,8396.25,2.78,-17.5,25071.82,82.06,0
453,22.03,-2853.0,132.04,2613.19,33838.27,1.75,11.35,47552.96,198.0,0
454,63.67,5921.91,135.1,121844.97,57463.31,6.46,54.47,13276.9,157.04,0
455,183.44,-3345.43,141.42,55684.13,8790.23,2.58,3.71,39680.59,150.58,1
456,130.05,9891.1,141.97,284927.1,12320.0,2.53,-74.94,43008.43,225.43,0
459,112.81,7686.62,145.39,3006.89,1416.31,2.14,-116.38,23726.28,202.75,0
461,43.67,-6412.05,140.78,138006.06,26954.08,0.13,-113.07,18901.8,218.66,1
462,62.48,-6044.96,143.77,129669.97,25633.89,7.59,28.93,45642.27,35.63,0
463,155.15,-4213.94,140.22,218957.18,27211.02,1.31,6.63,4381.73,66.38,0
464,150.88,4753.67,138.67,174490.92,41692.04,1.42,-19.09,34835.55,9.14,1
465,52.26,-5252.3,135.42,286353.67,28963.42,3.42,-61.87,8611.28,27.91,1
466,76.58,8397.94,132.66,71979.45,26652.57,5.6,-89.74,21896.73,118.37,0
467,68.17,7449.45,136.26,371120.44,44105.71,7.48,30.09,17549.03,161.89,1
468,174.22,3619.73,141.11,92225.24,61844.95,3.65,6.96,13760.03,25.49,1
469,197.47,7209.91,138.35,243520.37,18537.39,2.07,-2.87,42527.81,235.94,1
470,68.37,-7933.7,139.95,186450.88,11482.44,5.07,106.22,61980.59,112.94,0
471,92.36,-1838.03,142.59,61427.97,61391.46,3.42,-37.79,29781.56,155.2,1
472,101.81,-1258.41,142.3,102920.58,4749.96,5.94,-55.91,59032.23,106.98,1
473,21.6,-3360.2,143.44,38948.02,53408.74,2.26,84.09,49984.46,58.09,0
474,125.56,-8733.58,139.75,12949.52,16666.0,2.36,1.41,49653.23,211.02,1
476,145.91,57.79,130.73,169383.29,42674.22,7.59,-53.7,41924.31,62.87,1
477,70.08,-8859.78,139.29,138914.8,46457.99,6.33,83.93,55551.32,206.12,0
478,88.71,7169.23,133.32,379150.3,59339.51,6.4,-0.93,58671.07,76.35,1
480,4.78,1425.87,139.39,229957.1,56067.76,7.07,7.41,35259.37,63.4,1
481,89.61,-7747.62,134.1,254550.38,20460.21,6.44,-25.58,31557.63,136.59,1
482,159.1,-4677.96,145.94,297768.03,60328.76,1.67,39.39,42438.52,4.46,1
483,2.8,-1715.74,143.48,68572.55,37950.18,0.26,-124.93,49414.54,133.26,1
484,33.04,-2885.62,131.47,106225.84,16169.01,4.27,-90.44,19039.09,138.29,0
485,116.01,-6284.38,135.04,361585.69,5048.39,2.51,-1.49,31277.1,87.94,1
486,117.68,-8377.65,131.62,375513.08,61788.37,4.51,88.23,51102.23,49.23,0
487,89.14,2386.74,141.14,62511.91,5635.58,5.43,125.94,36654.28,207.85,1
488,196.06,-2010.48,141.71,287981.92,59134.1,2.43,-30.22,13619.03,243.32,1
490,147.19,9226.35,139.52,249762.33,36552.7,7.23,85.2,35260.28,215.25,0
491,155.51,-809.33,142.83,80737.04,54785.94,6.94,9.56,8749.51,35.89,0
492,124.52,-13.31,133.01,143936.66,58734.26,4.72,-46.82,15196.14,30.65,0
493,29.87,-3242.85,140.01,2208.61,8240.99,1.01,58.42,47132.49,121.43,1
494,120.64,-426.89,132.49,92646.76,4160.91,7.31,-101.71,36962.04,211.44,1
495,183.78,-4717.55,142.69,166388.17,32279.65,7.12,-19.97,42163.08,241.59,1
496,162.12,5159.85,145.21,256943.89,15643.1,1.52,83.31,13713.12,26.44,0
497,66.66,-8907.47,131.19,194873.93,63915.14,6.17,43.85,9335.32,83.0,0
498,97.28,8393.85,140.32,49231.5,15737.69,4.05,120.86,32079.4,82.04,0
499,193.43,-9347.12,135.01,198401.01,19282.85,2.2,85.76,64739.76,240.3,0
500,137.61,-9506.25,131.11,318287.75,19539.44,5.86,106.14,38415.19,246.15,1
501,128.74,-6715.98,130.43,43672.41,36482.63,5.13,48.28,21710.57,223.8,1
502,137.98,9575.48,140.73,380951.47,10885.4,2.18,-103.56,51183.3,20.59,1
503,33.79,2590.92,131.92,228350.17,37770.64,1.19,86.6,58790.67,112.66,0
504,150.97,-7037.25,138.08,305547.24,11830.85,2.22,38.18,34459.41,57.57,1
505,133.43,6145.09,137.89,276142.64,42872.27,5.49,-78.99,5766.12,173.13,1
507,76.17,-4072.23,135.28,206726.46,15012.38,2.26,118.89,27767.79,180.01,0
509,4.69,-5142.32,145.81,46364.03,27852.38,1.64,-55.95,26194.06,140.9,1
510,35.39,-3119.92,141.56,7604.58,12140.61,4.71,-8.47,9423.33,81.49,1
511,128.5,6992.97,139.44,40693.86,54981.11,1.5,-55.42,2660.08,213.55,1
512,7.93,-9184.52,143.94,386268.6,49760.39,5.51,46.5,53247.55,141.65,0
513,43.78,9220.01,142.25,351469.15,49121.44,1.13,113.92,49847.82,181.66,1
514,181.77,-5167.01,140.23,356541.81,52814.31,2.5,-70.92,41245.19,32.71,1
515,79.41,-5325.97,144.19,79001.45,51975.28,1.76,113.4,44390.79,45.18,1
516,71.16,6733.47,144.96,369872.73,21869.26,2.93,-60.43,43117.06,29.98,1
517,175.91,-2157.27,141.9,399199.28,34190.69,4.93,-50.22,33812.26,99.82,1
518,137.9,3416.37,138.39,376646.99,27879.33,5.48,-1.33,63622.33,153.54,1
520,89.37,-9169.86,138.51,130474.24,60580.23,3.03,68.27,19735.05,102.16,1
521,87.41,-5561.01,136.01,1408.37,12936.75,1.47,80.86,53624.93,59.45,1
522,132.73,-298.43,131.67,353432.7,55993.42,6.08,36.22,54883.33,254.71,0
523,67.03,9679.6,141.29,279536.76,21866.81,5.43,108.23,23223.99,3.11,0
524,43.82,-6484.53,132.29,207055.55,45621.4,4.88,122.73,36931.52,243.94,0
525,32.73,9904.9,139.72,95008.45,44170.46,3.68,-120.45,49697.53,243.61,1
527,95.64,4154.46,136.87,56628.2,12106.79,5.51,-32.88,34375.88,44.07,0
528,36.27,-8073.0,144.41,101533.47,19107.75,7.15,51.75,34066.11,25.48,1
529,152.72,-7892.38,140.76,228967.13,39503.95,1.11,113.32,41003.24,182.6,0
530,51.84,5827.29,130.53,233271.61,8589.64,5.11,124.38,61288.57,54.5,1
531,53.75,-2478.39,142.21,317992.33,37444.04,4.72,-29.16,22859.38,22.98,1
533,38.44,6643.58,135.59,230568.52,21816.26,3.2,-60.01,33886.36,23.47,1
535,160.57,-278.33,145.32,160165.41,30853.52,6.61,-51.03,28680.81,184.38,0
536,71.08,-2969.42,139.74,126790.24,16660.89,6.39,-18.33,38983.73,252.62,1
537,149.97,3630.3,137.52,359171.42,15225.49,0.76,87.41,24336.7,232.95,1
539,190.55,-5818.2,143.57,273926.37,40945.49,7.99,79.76,58829.03,107.63,1
540,48.31,5267.76,141.28,305301.38,53130.47,1.87,4.38,11533.85,17.05,0
541,195.5,-1515.62,131.34,120929.55,13744.08,0.73,19.1,62534.2,10.23,1
542,174.5,-3683.23,141.64,387499.93,46274.44,7.22,28.9,32147.28,246.02,1
543,12.37,-779.8,141.92,171339.24,61218.01,0.92,-63.26,5891.47,158.59,0
544,67.06,5624.53,134.7,380210.07,13007.87,6.01,-24.44,61061.34,220.18,0
545,116.98,-3730.83,136.99,248566.05,58018.46,6.77,120.31,2042.78,30.36,0
547,134.05,-8767.93,131.18,223734.1,50122.86,0.83,-123.72,13340.65,160.79,0
550,129.37,6356.27,141.3,146339.08,28883.72,7.5,121.4,54860.44,60.46,1
551,51.53,714.49,139.65,386539.97,37588.49,6.92,-54.28,50223.29,21.98,1
553,173.96,4611.37,143.77,238018.37,9086.56,5.46,36.83,47879.4,254.41,0
555,44.92,9455.99,137.33,190749.44,45559.84,3.58,-60.46,30582.75,5.15,1
556,155.15,-6481.34,136.15,257097.75,47584.22,3.94,-12.62,11139.39,71.72,0
557,18.87,9065.24,140.34,253371.55,49896.31,2.26,90.27,49248.61,141.32,0
558,183.57,-7720.96,133.05,10632.21,13259.99,1.86,105.72,63443.08,147.31,1
559,136.89,-6829.08,130.68,208494.58,56806.55,0.5,-67.49,31262.08,221.7,1
560,82.51,3338.7,132.33,125515.87,58190.37,0.19,-52.87,671.57,242.39,0
561,169.95,9507.24,134.78,395918.64,53897.07,0.74,-30.28,2279.87,36.36,0
563,59.25,-3802.34,138.89,62479.28,38366.19,6.01,-60.82,36686.79,81.15,1
565,195.05,6115.71,144.73,31311.99,64845.42,5.5,-96.27,57242.71,82.26,1
566,66.11,-7282.9,138.08,136128.82,1901.73,7.13,-56.88,38346.84,5.87,1
569,191.81,-8730.94,145.95,122931.48,28748.12,4.9,-78.29,53256.52,153.36,1
570,147.01,1710.53,139.95,340195.61,10268.72,3.05,126.46,12274.46,191.03,0
572,146.34,-4836.76,143.54,250054.25,57092.38,7.43,-126.91,60170.53,225.13,0
574,123.03,9148.88,140.27,83859.72,57476.26,0.96,18.43,56101.56,192.71,0
577,116.03,-2463.68,130.6,110567.28,40474.73,0.41,36.95,45649.93,178.62,0
578,12.42,9416.8,142.04,334029.44,33431.66,3.24,-98.27,40384.53,232.95,1
579,147.26,-7364.86,134.25,385111.2,11232.84,0.2,-43.37,9043.82,223.23,1
580,177.02,-4357.4,137.5,25172.02,6579.06,2.81,-61.3,42024.97,56.7,0
581,65.88,4547.66,134.39,331369.64,31835.0,2.84,6.12,14143.68,238.54,1
584,96.64,-5256.78,135.98,396406.32,16086.13,3.87,-116.48,38135.01,216.3,0
585,72.08,-7016.76,140.9,113120.27,29481.07,5.03,-114.69,29700.17,197.58,1
586,76.52,-1181.0,136.3,166134.85,27120.26,5.61,-68.52,24448.16,223.85,0
587,117.32,8291.4,140.56,238804.24,10667.8,1.04,-102.32,49726.23,165.2,0
588,76.7,3740.9,137.61,316065.02,52729.06,7.35,-66.18,46179.3,242.26,0
590,4.07,-145.65,134.3,208806.42,10223.03,1.46,-110.98,38924.7,153.66,1
593,174.38,5442.21,143.94,190564.11,61375.78,5.12,63.5,39620.37,148.26,0
595,22.6,7999.36,136.47,103647.22,57942.87,0.12,118.13,29380.3,165.57,0
596,188.15,-9476.06,139.57,97695.24,21705.23,7.61,96.65,36302.45,72.26,1
597,190.17,-6274.95,145.9,177363.1,33918.58,3.76,52.02,61649.44,90.67,1
599,52.35,-70.23,138.15,278646.14,24250.24,0.22,-116.61,42971.98,73.02,1
600,182.3,-8821.66,138.97,80119.86,8463.59,0.94,108.68,11176.58,147.28,0
601,98.05,-2179.87,142.13,12839.21,48050.62,6.91,-75.04,43996.79,58.86,1
602,13.85,1369.43,131.48,4448.15,14198.03,6.88,70.08,46872.33,31.3,0
603,126.84,5826.32,135.05,175399.94,39058.51,4.53,-70.89,57927.34,54.36,1
604,92.24,-6861.81,145.97,224075.02,2250.97,3.21,47.68,57997.17,211.23,0
605,77.53,9440.66,135.65,140522.45,17054.35,6.67,0.45,27722.3,236.69,1
606,62.08,-9888.86,145.85,326836.73,32017.12,2.0,55.91,35084.41,223.7,0
607,156.35,5073.39,140.33,123458.19,31013.92,7.33,11.4,9972.34,56.56,0
608,46.18,-4101.92,130.26,164555.53,15579.2,0.38,85.13,23274.17,39.93,1
609,157.58,5033.04,138.74,50682.05,43842.82,5.31,-33.76,19122.24,24.29,0
610,155.87,386.72,137.15,388210.68,18892.32,1.61,-0.43,63561.23,34.8,1
611,17.47,-2271.63,138.68,40547.08,7247.52,0.96,-54.82,47785.59,56.48,1
612,51.22,9922.91,136.14,203522.9,19615.35,5.75,106.35,76.58,82.6,1
613,5.64,-6992.79,144.9,75506.06,1965.53,2.67,-109.49,28757.45,110.73,1
614,108.54,7628.24,132.31,291983.8,61897.74,6.71,-19.67,42216.42,13.11,1
616,25.4,4307.64,134.41,330569.31,33039.14,3.84,84.21,42952.42,9.81,0
617,54.93,9279.36,130.09,170408.91,5458.84,3.89,-55.7,37211.56,211.61,1
618,186.38,-4258.32,135.46,86571.46,55895.51,3.37,87.47,23473.01,56.78,1
619,44.01,6294.67,141.33,298763.81,50328.11,4.63,72.34,13050.81,252.59,0
620,182.11,-7375.74,138.79,104529.84,37960.18,3.8,107.78,53219.7,116.97,0
622,94.49,-9422.51,145.44,16994.39,43585.18,3.57,16.39,43086.89,252.88,1
623,5.01,8549.29,130.23,363703.44,5189.46,0.74,36.51,21446.88,19.5,0
624,190.04,5936.71,142.1,361648.29,52279.57,5.56,6.06,17218.29,187.36,0
625,85.29,7345.44,134.18,386829.36,51774.96,3.18,-87.31,62803.33,58.29,1
626,13.69,-3076.9,141.64,374225.7,13175.0,3.72,40.3,51244.39,189.5,0
627,33.06,9743.01,136.27,145173.04,25805.05,6.91,-91.16,47893.71,107.63,1
629,0.85,-2816.5,136.42,50797.56,11132.54,0.08,-51.86,6381.28,84.33,1
630,144.64,-5914.4,141.66,132301.99,38661.08,3.01,-70.58,29971.11,45.47,1
631,106.88,-7345.08,144.56,363511.96,18804.21,0.3,38.16,1914.24,211.21,0
632,60.31,2489.61,136.01,69040.55,1621.29,2.45,86.65,9202.54,161.89,0
633,191.1,5221.98,131.72,193378.5,20756.82,2.08,-95.6,6860.02,146.32,0
635,103.95,3749.31,133.53,231541.01,26914.95,7.21,-123.26,58256.61,251.56,0
637,198.76,-2035.13,134.44,198546.48,31292.29,3.02,-111.49,57603.78,196.28,1
638,174.7,2690.21,134.61,32422.67,12116.74,4.81,-1.49,5610.82,102.28,1
639,140.69,-5341.58,145.97,230496.64,4390.66,3.51,-13.43,13215.9,40.07,0
640,170.18,7356.15,144.4,381406.49,3970.55,1.86,-121.22,55553.39,75.21,1
641,56.79,-1889.15,136.11,250821.4,52498.35,1.22,-109.65,2816.39,93.65,1
644,31.17,-3000.84,133.87,377425.92,52527.66,7.71,117.45,24695.29,114.54,1
645,98.55,-9893.36,144.96,264292.11,28470.7,6.68,48.04,39728.69,126.49,0
646,137.64,-928.84,136.35,119343.46,25884.91,7.64,85.33,4061.35,101.84,0
647,94.39,-5211.62,134.03,216377.87,47972.28,0.35,-46.01,17736.92,65.69,1
648,133.92,450.58,142.21,380834.02,33939.76,6.52,-118.72,28112.73,227.98,1
650,129.82,6371.59,136.31,249077.97,39393.83,7.65,118.56,59151.69,38.15,0
652,180.4,6994.32,142.3,4938.38,61358.29,6.56,10.91,18084.25,194.23,1
655,37.36,-6723.9,135.74,179766.17,1661.39,6.46,-95.78,60186.19,245.47,0
656,142.72,-7980.84,139.82,146946.31,54368.07,4.63,-42.3,63527.26,204.97,0
657,84.05,8382.68,137.48,308266.5,62243.35,0.98,102.6,6875.35,67.39,1
659,62.95,-6717.99,139.21,285033.65,25483.25,7.87,31.78,35481.1,159.22,0
660,174.27,650.35,138.76,384514.99,20929.85,1.67,78.09,15338.96,186.08,0
661,172.99,1330.75,143.33,279373.62,28944.35,6.12,-85.07,39295.99,33.39,0
662,107.06,1076.66,135.53,123056.65,44169.12,2.19,61.88,1560.25,215.89,0
664,12.23,2134.32,145.49,227274.16,10586.94,6.76,127.26,50135.15,181.85,0
665,30.61,6048.78,135.58,318093.36,37746.01,5.93,43.49,27802.74,71.79,1
666,89.61,-633.2,140.5,367802.99,30295.81,6.56,-47.13,62452.92,2.97,1
667,81.46,-6939.18,136.02,65972.74,34562.98,2.39,4.32,9016.5,82.43,1
669,43.76,-2965.6,140.54,34076.64,18768.94,5.34,-38.55,53718.9,164.15,0
670,184.17,-2959.44,138.15,269603.33,49817.56,5.38,72.97,13666.48,232.44,1
671,114.88,1689.25,132.27,256054.88,61419.63,2.16,-48.23,60984.48,139.71,0
672,85.7,5570.15,140.72,68344.11,47861.92,4.05,-82.42,17770.65,202.93,0
673,46.58,-7800.26,143.21,312366.26,59432.59,7.94,-115.28,59413.9,244.73,0
674,27.21,9793.48,141.1,152605.17,26847.4,6.69,14.37,1315.66,167.19,0
675,155.66,-765.4,134.42,179800.54,14882.46,3.33,-42.93,37942.73,64.54,0
676,34.16,7747.38,135.85,366565.28,48382.33,0.75,16.45,58544.23,87.92,0
677,40.48,3381.5,131.8,316413.7,50313.09,6.01,95.82,7574.18,189.86,0
678,14.4,9782.07,141.22,209017.32,4549.79,5.57,112.07,13473.13,79.05,0
679,69.3,-4557.82,137.15,323609.23,40122.92,0.48,45.96,48867.36,224.55,1
681,105.08,-2732.63,139.49,308270.53,22056.21,2.25,-82.49,32806.81,40.4,1
682,92.8,6060.09,133.17,299803.95,39674.46,4.68,-16.65,60319.12,12.2,0
684,20.13,2536.0,141.16,299176.02,27922.57,6.84,3.43,13942.2,249.08,0
685,112.7,2468.34,140.29,243530.82,14475.4,6.39,-10.58,39318.7,7.77,0
686,55.19,5272.66,133.32,177677.14,54183.93,5.93,11.86,25856.75,185.7,0
687,152.11,-385.27,136.77,183965.07,43181.56,4.35,127.15,60714.84,221.77,0
688,11.13,8972.05,144.05,388964.96,19043.34,7.23,15.83,8618.71,31.07,1
690,153.94,-6567.15,142.65,99584.04,36697.41,7.79,30.6,44502.66,27.48,1
692,189.16,8208.43,140.19,23204.59,18562.2,6.06,-36.56,59858.4,54.2,1
693,80.01,-3628.89,145.33,282811.81,60684.29,5.9,-65.31,60523.72,26.1,0
694,85.16,9233.96,132.25,195974.44,15335.96,3.46,16.76,52604.25,17.5,1
695,15.77,9047.32,142.16,88538.11,18575.53,5.29,-25.49,29313.26,168.24,0
696,55.67,-8558.3,131.37,63591.38,29943.9,6.51,-101.01,34484.36,119.89,1
697,110.2,1384.3,138.4,158850.28,37983.02,1.53,46.87,51303.61,113.68,0
698,82.4,821.18,131.64,317360.18,33086.04,6.89,105.68,13250.18,211.03,1
699,55.29,-3392.35,136.65,105987.5,12593.18,5.74,113.32,5613.16,146.42,0
700,87.62,3518.76,139.7,96890.45,8128.89,1.73,30.32,30883.13,16.36,1
701,46.77,4707.53,141.55,331563.41,27411.85,5.78,-23.82,40381.31,34.45,1
703,70.98,-5205.37,136.77,140830.9,39324.4,2.63,49.38,5904.15,235.39,1
704,69.37,4828.5,144.97,98302.6,48982.48,1.03,-49.53,14828.19,217.69,0
705,134.2,-4050.59,130.78,91212.76,3147.96,0.99,90.72,16412.96,249.33,1
706,151.77,-151.14,130.48,278691.4,62098.32,6.24,-126.98,50750.09,241.68,1
707,2.37,-2173.82,145.38,170625.99,57964.02,2.06,-113.25,7503.34,28.2,1
708,150.87,-3622.69,141.59,238704.05,13046.27,2.94,-30.45,56578.54,83.34,0
709,47.02,5937.87,134.33,45243.95,63205.66,0.15,-81.21,34866.3,212.25,0
710,127.1,-7412.29,143.43,311266.29,44493.61,3.83,57.65,49233.58,234.53,0
711,162.29,-175.22,144.95,86417.02,43419.98,3.99,112.7,42254.57,210.88,0
712,191.01,-5604.87,139.83,145527.21,38949.64,3.15,-26.82,64189.96,144.45,0
713,136.56,-5604.46,135.97,20259.9,33588.21,2.85,-0.21,11933.07,251.93,0
714,195.22,-1561.7,137.13,47878.98,47162.0,3.1,47.6,1548.91,199.21,0
715,55.05,-6070.74,132.09,310331.77,32317.43,5.35,-119.86,22549.45,133.28,0
716,93.13,-9369.31,134.08,27580.35,620.55,7.24,-65.05,64659.4,142.71,0
717,171.76,7150.73,135.63,146743.98,55457.51,1.35,-67.45,55561.19,219.29,0
718,38.51,-9445.0,131.16,303977.32,34101.21,1.94,63.29,21920.35,136.46,1
719,105.46,8754.68,130.14,286035.8,8287.65,1.34,73.31,8760.28,188.76,1
720,50.91,5411.22,141.34,204335.43,59141.53,7.27,-52.23,47158.89,35.52,1
721,78.98,5737.23,137.53,74012.31,15601.88,4.61,-114.58,28565.32,51.36,0
722,102.35,-2718.2,139.04,9819.71,46627.5,5.7,-94.36,42843.37,225.67,0
723,33.31,8188.69,139.78,363000.55,37593.54,4.54,91.42,43031.16,140.21,1
724,18.08,-7652.47,135.49,25605.71,31326.28,3.13,77.03,39611.72,91.45,0
725,47.85,-5421.15,143.82,204509.66,42714.64,6.14,60.47,50525.69,138.97,1
726,143.87,66.11,135.36,11685.17,4543.62,5.95,85.82,52558.88,12.99,0
727,24.14,8762.7,142.53,312147.25,52466.11,7.35,54.51,5150.88,114.78,1
728,193.38,-4773.63,138.49,78149.66,56872.93,5.44,-104.33,34278.11,213.96,1
729,92.05,-8976.1,139.32,7963.37,16209.4,3.2,-99.33,53565.9,51.1,1
730,121.37,7987.4,131.13,45261.95,32716.14,3.53,-62.89,62476.99,252.06,0
731,105.49,2990.01,134.3,216975.64,25470.04,7.56,-88.96,19266.96,177.7,0
732,119.59,-4961.96,137.55,215474.64,8262.87,6.35,112.75,39039.18,33.4,0
733,52.71,-6026.53,133.34,9117.08,21853.95,4.17,-46.94,11596.62,174.65,1
734,99.67,410.54,143.22,84008.63,36423.68,2.26,109.95,40194.14,75.2,1
735,181.18,4457.04,136.88,281653.34,3571.11,0.69,-50.5,49257.57,130.09,0
736,154.99,-3838.09,139.03,330697.28,641.32,5.69,-14.84,17962.07,46.69,1
738,52.93,-6982.26,138.3,385896.46,32833.04,3.24,89.59,15625.39,153.31,0
739,45.19,-6014.25,139.02,297531.3,21505.26,0.96,2.73,50821.3,76.72,0
740,90.93,4994.04,135.46,74904.14,43166.29,6.25,-92.44,9678.0,232.66,1
741,97.27,891.49,142.96,175042.12,2077.57,4.95,-63.1,32653.57,191.3,0
743,116.32,-916.91,136.13,84976.91,10839.09,1.61,-81.09,61932.88,89.25,0
745,181.99,7098.32,132.48,69472.07,7163.15,5.74,-58.48,52693.98,113.91,0
746,52.18,9093.43,133.92,328386.66,743.5,4.39,-41.81,16936.32,234.07,1
747,113.95,-1936.27,142.42,236903.8,22471.21,4.3,10.36,11127.33,175.54,0
748,40.28,-703.04,144.66,134683.51,52379.36,0.45,-31.09,28209.03,84.14,0
749,184.17,-6378.85,139.63,176975.44,61322.08,6.16,-125.88,26989.02,127.79,0
750,134.87,-3227.75,144.78,227622.37,53299.38,5.84,-66.4,28357.49,33.44,0
751,156.7,1196.85,138.4,150373.92,45351.83,1.23,104.32,29453.26,247.02,0
753,75.96,-5250.01,131.43,207420.46,1784.0,5.49,-109.55,40072.34,128.68,0
754,149.05,6529.72,144.47,35949.74,47834.68,7.48,100.34,52975.72,11.25,0
755,162.73,5746.26,131.36,371740.25,36739.12,6.13,-70.62,42566.87,161.24,1
756,19.84,-9014.13,135.53,147841.0,31111.13,5.3,14.83,39791.52,254.74,0
757,192.51,-3570.29,135.66,264496.02,64377.78,1.73,-67.31,26386.26,219.24,0
758,40.87,884.24,136.86,54749.36,312.53,0.33,17.21,19887.49,3.18,1
759,170.02,2453.0,130.32,262941.99,806.69,6.28,-92.89,9274.0,209.43,0
760,2.16,2016.56,142.02,21239.58,18802.51,4.31,26.07,15393.4,24.89,0
762,101.12,-988.35,135.95,173077.31,50911.81,5.71,-115.82,41198.66,135.95,0
